TaxonId,Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,0.5,PFS,Ca,SV,Sk,Information
102956,Fåglar,småspov,Numenius phaeopus,,,,,x,,,,,,,V-P,,"Högmossar (7110), Skadade högmossar (7120)

Signalvärde: Visst-Påtagligt?

Häckar på myrar och fjällhedar, i regel miljöer som är viktiga även för flera andra vadararter och myr-/fjällfåglar."
102958,Fåglar,rödbena,Tringa totanus,,,,,x,,,,,,x,V-V,,"Glasörtstränder (1310)

Knuten till olika öppna, fuktiga miljöer, t.ex. betade strandängar, en miljö där en lång rad andra naturvårdsarter kan förväntas. 

Signalvärde: Visst

Inte knuten till någon särskild miljö utan kan häcka på restaurerade strandängar såväl som sjöstränder på kalfjäll."
102959,Fåglar,gluttsnäppa,Tringa nebularia,,,,,x,,,,,,,L-V,,"Aapamyrar (7310)

Signalvärde: Lågt-Visst"
102962,Fåglar,fjällabb,Stercorarius longicaudus,,,,,x,,,,,,,V-P,,"Alpina rishedar (4060)

Signalvärde: Visst-Påtagligt"
102969,Fåglar,tordmule,Alca torda,,,,,x,,,,,,,L-P,,"Vegetationsklädda havsklippor (1230)

Signalvärde: Lågt-Påtagligt

Liksom sillgrissla och tobisgrissla häckar tordmule i yttre delen av skärgården i miljöer som brukar hysa många andra skärgårdsarter."
102984,Fåglar,skärpiplärka,Anthus petrosus,,,,,x,,,,,,x,L-V,,"Vegetationsklädda havsklippor (1230)

Signalvärde: Lågt-Visst"
103019,Fåglar,stjärtmes,Aegithalos caudatus,,,,,x,,,,,,x,L-V,,"Taiga (9010)

Förekommer i löv- och blandskog. Ökande art som dock kräver ett stort inslag av lövträd och fungerar möjligen bäst som signalart i bland- och barrskog.

Signalvärde: Lågt-Visst"
103023,Fåglar,tofsmes,Lophophanes cristatus,,,,,x,,,,,,x,L-V,,"Taiga (9010)

Förekommer i fuktig barrskog med rik förekomst av död ved. Visar på god tillgång på död ved, bl.a. I olika typer av produktionsskog.

Signalvärde: Lågt-Visst?"
103031,Fåglar,lavskrika,Perisoreus infaustus,,,,,x,,,,,x,,P-H,,"Taiga (9010)

Prioriterad fågelart enligt bilaga 4 i Skogsvårdslagen.

Signalvärde: Påtagligt-Högt

Lavskrika är starkt knuten till gammal skog med hänglavar och den är en god indikator på skyddsvärda skogslandskap. I ett hårt brukat skogslandskap finner man den främst i sparade remsor av gammelskog, som t.ex. på branta bergssluttningar, i myrkanter etc."
103041,Fåglar,bergfink,Fringilla montifringilla,,,,,x,,,,,,,L-L,,"Fjällbjörkskog (9040)

Signalvärde: Lågt"
103045,Fåglar,hämpling,Linaria cannabina,,,,,x,,,4§,,,,L-V,,"Enbuskmarker (5130)

Hämpling (Linaria cannabina) är fridlyst enligt 4 § i hela landet.

Signalvärde: Lågt-Visst

Hämplig hittas främst i buskrika naturbetesmarker. Den förekommer främst på platser där man kan förvänta sig att finna ett fleral andra arter knutna till öppna marker."
103046,Fåglar,gråsiska,Acanthis flammea,,,,,x,,,,,,,L-L,,"Fjällbjörkskog (9040)

Signalvärde: Lågt"
103065,Fåglar,kustsnäppa,Calidris canutus,,,,,x,,,,,,,V-V,,"Blottade ler- och sandbottnar (1140)

Signalvärde: Visst

Kustsnäppa häckar inte i Sverige utan passerar endast under flytt. Rastar främst på kustnära lokaler och stränder med stora, öppna ytor. Kan då signalera miljöer som allmänt är värdefulla som rastlokaler för vadare. "
103078,Steklar,vårsidenbi,Colletes cunicularius,,,,,x,,,,,,x,V-V,,"Åsbarrskog (9060)

Signalvärde: Visst

Knuten till sandig mark för bobyggandet, där oftast stora nestaggregeringar byggs. Samlar pollen endast på Salix, och nestaggregering av C. cunicularius signalerar bra förutsättningar för andra Salix-beroende vårarter."
103097,Steklar,videsandbi,Andrena clarkella,,,,,x,,,,,,,L-V,,"Åsbarrskog (9060)

Signalvärde: Lågt-Visst 

Knuten till sandig/grusig mark för bobygge, samlar pollen endast på Salix. Vanlig art, endast signalvärde i åsbarrskogsområden."
103110,Steklar,mosandbi,Andrena barbilabris,,,,,x,,,,,,,L-V,,"Åsbarrskog (9060)

Signalvärde: Lågt-Visst 

Knuten till blottad sand, men förekommer ofta i antropogena miljöer. Endast signalvärde i naturliga miljöer."
103111,Steklar,sobersandbi,Andrena cineraria,,,,,x,,,,,,,L-V,,"Åsbarrskog (9060)

Signalvärde: Lågt-Visst 

Vanlig och ganska ospecialiserad art som har visst signalvärde endast i åsbarrskogsområden."
103114,Steklar,sälgsandbi,Andrena vaga,,,,,x,,,,,,x,V-V,,"Åsbarrskog (9060)

Signalerar höga naturvärden sandmark och öppen urban mark. Honan samlar enbart pollen på Salix som föda åt larven och gräver ut sitt bo på solexponerade ställen med blottad sand. Sälgsandbiet är en bra indikatorart för artrika sandmarker, eftersom man i anslutning till större bokolonier i stort sett alltid hittar mer sällsynta och rödlistade sandmarksarter.

Signalvärde: Visst

Signalerar höga naturvärden sandmark och öppen urban mark. Honan samlar enbart pollen på Salix som föda åt larven och gräver ut sitt bo på solexponerade ställen med blottad sand. Sälgsandbiet är en bra indikatorart för artrika sandmarker, eftersom man i anslutning till större bokolonier i stort sett alltid hittar mer sällsynta och rödlistade sandmarksarter."
103313,Skalbaggar,skogssandjägare,Cicindela sylvatica,,,,,x,,,,,,,V-X,,"Åsbarrskog (9060)

Signalvärde: Visst"
103832,Skalbaggar,Hydraena gracilis,Hydraena gracilis,,,,,x,,,,,,,X-X,,"Mindre vattendrag (3260)

Signalvärde: -"
105027,Skalbaggar,sandtordyvel,Geotrupes spiniger,,,,,x,,,,,,,P-X,,"Silikatgräsmarker (6270)

Signalvärde: Påtagligt"
105028,Skalbaggar,fälttordyvel,Geotrupes stercorarius,,,,,x,,,,,,,V-X,,"Silikatgräsmarker (6270)

Signalvärde: Visst"
105033,Skalbaggar,slät dyngbagge,Colobopterus erraticus,,,,,x,,,,,,,V-X,,"Silikatgräsmarker (6270)

Signalvärde: Visst"
105039,Skalbaggar,smådyngbagge,Esymus pusillus,,,,,x,,,,,,,V-X,,"Silikatgräsmarker (6270)

Signalvärde: Visst"
105046,Skalbaggar,mörk vårdyngbagge,Melinopterus punctatosulcatus,,,,,x,,,,,,,P-X,,"Silikatgräsmarker (6270)

Signalvärde: Påtagligt"
105050,Skalbaggar,rödbukig dyngbagge,Rhodaphodius foetens,,,,,x,,,,,,,V-X,,"Silikatgräsmarker (6270)

Signalvärde: Visst"
105053,Skalbaggar,nordlig dyngbagge,Planolinoides borealis,,,,,x,,,,,,,L-V,,"Silikatgräsmarker (6270)

Signalvärde: Lågt-Visst 

Lever i spillning av tamdjur och vilt . Främst i skogsmark men även på öppen mark."
105058,Skalbaggar,glansdyngbagge,Bodiloides ictericus,,,,,x,,,,,,x,P-H,,"Silikatgräsmarker (6270)

Knuten till djurspillning på torr mark.

Signalvärde: Påtagligt-Högt 

Arten lever i spillning av bl.a nöt, får och häst i öppna, varma betesmarker. Mindre allmän i kustnära områden i södra Sverige upp till Östergötland, Öland och Gotland, sällsynt i inlandet upp till Östergötland."
105077,Skalbaggar,Elmis aenea,Elmis aenea,,,,,x,,,,,,,X-X,,"Större vattendrag (3210)

Signalvärde: -"
105208,Skalbaggar,blå praktbagge,Phaenops cyaneus,,,,,x,,,,,,,V-X,,"Åsbarrskog (9060)

Signalvärde: Visst

Larvutveckling under bark på solexponerade, nyligen döda tallar. Brandgynnad. Mindre allmän i hela landet men sällsynt i Norrlands inland."
106612,Blötdjur,ängsdvärgsnäcka,Carychium minimum,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106613,Blötdjur,skogsdvärgsnäcka,Carychium tridentatum,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106654,Blötdjur,stor tusensnäcka,Peringia ulvae,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
106655,Blötdjur,bukig tusensnäcka,Ecrobia ventrosa,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
106665,Blötdjur,blåmussla,Mytilus edulis,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
106697,Blötdjur,slät skruvsnäcka,Columella edentula,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106729,Blötdjur,vitglanssnäcka,Nesovitrea petronella,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106750,Blötdjur,ängsgrässnäcka,Vallonia pulchella,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106753,Blötdjur,fjällgrynsnäcka,Vertigo arctica,,,,,x,,,,,,,0-0,,Högörtängar (6430)
106766,Blötdjur,östersjömussla,Limecola balthica,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
201018,Fjärilar,skogsvisslare,Erynnis tages,,,,,x,,,,,,x,L-V,,"Kalkgräsmarker (6210)

Skogsvisslaren är knuten till varma sand- och grusmarker med rika bestånd av käringtand, som är larvens födoväxt. Den är en bra signalart för lokaler som hyser ett rikt insektsliv och rödlistade arter knutna till varma torrmarker, särskilt om det finns en stor population av fjärilen på en lokal.

Signalvärde: Lågt-Visst

Skogsvisslaren är knuten till varma sand- och grusmarker med rika bestånd av käringtand, som är larvens födoväxt. Den är en bra signalart för lokaler som hyser ett rikt insektsliv och rödlistade arter knutna till varma torrmarker, särskilt om det finns en stor population av fjärilen på en lokal."
201019,Fjärilar,smultronvisslare,Pyrgus malvae,,,,,x,,,,,,,L-V,,"Kalkgräsmarker (6210)

Signalvärde: Lågt-Visst

Förekommer i skogstrakter, på olika soliga områden med mycket kort vegetation: vägkanter, betesmark, vändplaner. Vanlig art."
201036,Fjärilar,skogsvitvinge,Leptidea sinapis,,,,,x,,,,,,,L-V,,"Lövängar (6530)

Signalvärde: Lågt-Visst

Förekommer i gläntor, på hyggen eller vid skogsvägar i skogstrakter."
201037,Fjärilar,ängsvitvinge,Leptidea juvernica,,,,,x,,,,,,,L-V,,"Lövängar (6530)

Signalvärde: Lågt-Visst

Förekommer på ängsmark i skogstrakter, och föredrar mer öppen och blomrik ängsmark än systerarten skogsvitvinge."
201048,Fjärilar,fjällhöfjäril,Colias tyche,,,,,x,,,,,,,H-H,,"Alpina kalkgräsmarker (6170)

Signalvärde: Högt

fjällhöfjäril är knuten till blomrika fjällhedar ovanför trädgränsen längst upp i norr. Känslig för renbete och klimatförändring."
201067,Fjärilar,ängspärlemorfjäril,Speyeria aglaja,,,,,x,,,,,,x,L-V,,"Slåtterängar i låglandet (6510)

Knuten till träd- och buskbärande ängar, träd- och buskbärande hagmark, betad skog.

Signalvärde: Lågt-Visst

Ängspärlemorfjäril förekommer i olika blomrika miljöer, i öppna områden men också i skogstrakter."
201068,Fjärilar,skogspärlemorfjäril,Fabriciana adippe,,,,,x,,,,,,x,L-V,,"Stagg-gräsmarker (6230)

Knuten till träd- och buskbärande ängar, träd- och buskbärande hagmark, betad skog.

Signalvärde: Lågt-Visst

Förekommer i skogstrakter i olika typer av blomrika ängar, skogsvägskanter, igenväxande hyggen. Vanlig art."
201073,Fjärilar,fjällpärlemorfjäril,Boloria napaea,,,,,x,,,,,,,P-P,,"Alpina rishedar (4060)

Signalvärde: Påtagligt

Fjällpärlemorfjäril förekommer på fjällhedar vid eller strax ovanför trädgränsen. Arten är ganska vanlig i rätt miljö, men god förekomst av värdväxterna fjällviol och ormrot krävs."
201075,Fjärilar,brunfläckig pärlemorfjäril,Boloria selene,,,,,x,,,,,,,L-V,,"Stagg-gräsmarker (6230)

Signalvärde: Lågt-Visst

Vanlig art som förekommer i mer eller mindre blomrika områden på skogsmark. Föredrar fuktigare områden."
201076,Fjärilar,prydlig pärlemorfjäril,Boloria euphrosyne,,,,,x,,,,,,,L-V,,"Stagg-gräsmarker (6230)

Signalvärde: Lågt-Visst

Vanlig art som förekommer i mer eller mindre blomrika områden på skogsmark eller torvmark. Starkt tillbakagång i samtliga länder söder om Sverige pekar på känslighet för förändringar i skogsbruk."
201080,Fjärilar,arktisk pärlemorfjäril,Boloria chariclea,,,,,x,,,,,,,MH-MH,,"Alpina rishedar (4060)

Signalvärde: Mycket högt

Arktisk pärlemorfjäril förekommer mycket lokalt på några få platser längst i norr, högt ovanför trädgränsen på steniga kala fjällhedar nära glaciärer. Arten är troligtvis mycket känslig för klimatförändring. Värdväxt troligtvis kantljung. Den är ännu inte rödlistad i Sverige, men rödlistad i Europa som NT."
201086,Fjärilar,skogsnätfjäril,Melitaea athalia,,,,,x,,,,,,,L-V,,"Slåtterängar i låglandet (6510)

Signalvärde: Lågt-Visst

Vanlig art, förekommer i blomrika gläntor, hagar/ängar, skogsbryn eller vägkanter i skogstrakter. I norr mer knuten till varmare och finare ställen, söderut inte så kräsen."
201104,Fjärilar,slåttergräsfjäril,Maniola jurtina,,,,,x,,,,,,x,L-V,,"Kalkgräsmarker (6210)

Öppen ängsmark, träd- och buskbärande ängar, sidvallsängar, strandbeten, alvar, enbuskmarker

Signalvärde: Lågt-Visst

Förekommer på olika blomrika gräsmarkstyper, gärna i torra varma områden, men ibland också i skogtrakter."
201129,Fjärilar,vitfläckig guldvinge,Lycaena virgaureae,,,,,x,,,,,,,L-V,,"Stagg-gräsmarker (6230)

Signalvärde: Lågt-Visst

Vitfläckig guldvinge förekommer i olika öppna soliga och blomrika områden, gärna blomrika gläntor skogsvägkanter, främst i skogstrakter."
201143,Fjärilar,ängsblåvinge,Cyaniris semiargus,,,,,x,,,,,,x,V-V,,"Stagg-gräsmarker (6230)

Knuten till öppen ängsmark, träd- och buskbärande ängar.

Signalvärde: Visst

Ängsblåvinge förekommer i friska ängar med mycket klöver. Arten är känslig för betestryck och igenväxning."
201148,Fjärilar,midsommarblåvinge,Aricia artaxerxes,,,,,x,,,,,,x,V-V,,"Kalkgräsmarker (6210)

Knuten till träd- och buskbärande ängar, sidvallsängar, träd- och buskbärande hagmark, alvar.

Signalvärde: Visst

God signalart, förekommer i blomrika och oftast kalkrika områden där många andra arter finns. Knuten till solvända i södra Sverige, föredrar blodnäva i mellersta Sverige och använder skogsnäva i norr."
201150,Fjärilar,brun blåvinge,Eumedonia eumedon,,,,,x,,,,,,x,P-MH,,"Kalkgräsmarker (6210)

Knuten till öppen ängsmark, träd- och buskbärande ängar,  träd- och buskbärande hagmark.

Signalvärde: Påtagligt-Mycket högt"
201155,Fjärilar,fjällvickerblåvinge,Agriades orbitulus,,,,,x,,,,,,,H-H,,"Alpina kalkgräsmarker (6170)

Signalvärde: Högt

Förekommer på kalkrika fjällhedar och i fjällnära blomrika vägkanter med gott om värdväxten fjällvedel, främst i sydbranter."
201161,Fjärilar,fjällbastardsvärmare,Zygaena exulans,,,,,x,,,,,,,0-0,,Alpina rishedar (4060)
205617,Fåglar,kärrsnäppa,Calidris alpina,,,,,x,,,,,,,L-MH,,"Blottade ler- och sandbottnar (1140)

Signalvärde: Lågt-Mycket högt*"
205761,Fåglar,gulärla,Motacilla flava,,,,,x,,,,,,x,V-P,,"Salta strandängar (1330)

Förekommer i söder på fuktiga strandängar med slåtter eller högt betestryck. Sällsynt i ruderatmarker. Strandängar är en viktig miljö där en lång rad andra naturvårdsarter kan förväntas.

Signalvärde: Visst-Påtagligt

Förekommer i söder på fuktiga strandängar med slåtter eller högt betestryck. Sällsynt i ruderatmarker. Strandängar är en viktig miljö där en lång rad andra naturvårdsarter kan förväntas. I norra Sverige förekommer den till stor del även på myrar."
205988,Däggdjur,tajgafladdermus,Myotis brandtii,,,,,x,IV,,4a§,,,,V-H,,"Grottor (8310)

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Tajgafladdermus (Myotis brandtii) är fridlyst enligt 4 a § i hela landet.

Signalvärde: Visst-Högt

Ljuskänslig art. Fynd under reproduktionsperioden (juni-juli) kan signalera skogsområden med god konnektivitet, fuktiga miljöer, god insektsproduktion och låg grad av ljusföroreningar. "
205992,Däggdjur,vattenfladdermus,Myotis daubentonii,,,,,x,IV,,4a§,,,,V-H,,"Grottor (8310)

Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Vattenfladdermus (Myotis daubentonii) är fridlyst enligt 4 a § i hela landet.

Signalvärde: Visst-Högt

Kan indikera en miljö med lämpliga jaktmiljöer för fladdermöss i anslutning till vatten, samt en låg grad av ljusföroreningar och god konnektivitet (särskilt vid fynd under reproduktionsperioden)."
206057,Fiskar,havstobis,Ammodytes marinus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206058,Fiskar,kusttobis,Ammodytes tobianus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206089,Fiskar,sill,Clupea harengus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206091,Fiskar,skarpsill,Sprattus sprattus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206109,Fiskar,rötsimpa,Myoxocephalus scorpius,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
206117,Fiskar,björkna,Blicca bjoerkna,,,,,x,,,,,,,0-0,,Laguner (1150)
206120,Fiskar,löja,Alburnus alburnus,,,,,x,,,,,,,0-0,,Laguner (1150)
206133,Fiskar,elritsa,Phoxinus phoxinus,,,,,x,,,,,,,0-0,,Större vattendrag (3210)
206134,Fiskar,sarv,Scardinius erythrophthalmus,,,,,x,,,,,,,0-0,,Laguner (1150)
206135,Fiskar,mört,Rutilus rutilus,,,,,x,,,,,,,0-0,,Estuarier (1130)
206139,Fiskar,gädda,Esox lucius,,,,,x,,,,,,,0-0,,Estuarier (1130)
206151,Fiskar,storspigg,Gasterosteus aculeatus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206152,Fiskar,småspigg,Pungitius pungitius,,,,,x,,,,,,,0-0,,Estuarier (1130)
206158,Fiskar,svart smörbult,Gobius niger,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
206159,Fiskar,sjustrålig smörbult,Gobiusculus flavescens,,,,,x,,,,,,,0-0,,Rev (1170)
206162,Fiskar,lerstubb,Pomatoschistus microps,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206163,Fiskar,sandstubb,Pomatoschistus minutus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206164,Fiskar,bergstubb,Pomatoschistus pictus,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
206168,Fiskar,stensnultra,Ctenolabrus rupestris,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
206169,Fiskar,berggylta,Labrus bergylta,,,,,x,,,,,,,0-0,,Rev (1170)
206170,Fiskar,blågylta,Labrus mixtus,,,,,x,,,,,,,0-0,,Rev (1170)
206171,Fiskar,skärsnultra,Symphodus melops,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
206197,Fiskar,gärs,Gymnocephalus cernuus,,,,,x,,,,,,,0-0,,Estuarier (1130)
206198,Fiskar,abborre,Perca fluviatilis,,,,,x,,,,,,,0-0,,Estuarier (1130)
206199,Fiskar,gös,Sander lucioperca,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
206203,Fiskar,tejstefisk,Pholis gunnellus,,,,,x,,,,,,,0-0,,Rev (1170)
206206,Fiskar,lerskädda,Hippoglossoides platessoides,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
206209,Fiskar,skrubbskädda,Platichthys flesus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206211,Fiskar,rödspätta,Pleuronectes platessa,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206231,Fiskar,röding,Salvelinus alpinus,,,,,x,,,,,,,0-0,,Alpina vattendrag (3220)
206247,Fiskar,piggvar,Scophthalmus maximus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
206293,Fiskar,tånglake,Zoarces viviparus,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
206331,Sländor,Philopotamus montanus,Philopotamus montanus,,,,,x,,,,,,,L-0,,"Mindre vattendrag (3260)

Signalvärde: Lågt-Visst "
206334,Sländor,Chimarra marginata,Chimarra marginata,,,,,x,,,,,,,L-0,,"Större vattendrag (3210)

Signalvärde: Lågt-Visst "
206356,Sländor,Hydropsyche silfvenii,Hydropsyche silfvenii,,,,,x,,,,,,,L-0,,"Större vattendrag (3210)

Signalvärde: Lågt-Visst "
206362,Sländor,Arctopsyche ladogensis,Arctopsyche ladogensis,,,,,x,,,,,,,L-0,,"Större vattendrag (3210)

Signalvärde: Lågt-Visst "
206489,Sländor,Athripsodes cinereus,Athripsodes cinereus,,,,,x,,,,,,,L-0,,"Större vattendrag (3210)

Signalvärde: Lågt-Visst "
206508,Sländor,Oecetis testacea,Oecetis testacea,,,,,x,,,,,,,L-0,,"Större vattendrag (3210)

Signalvärde: Lågt-Visst "
208276,Trollsländor,myrflickslända,Coenagrion johanssoni,,,,,x,,,,,,,V-0,,"Myrsjöar (3160)

Signalvärde: Visst-Påtagligt"
208282,Trollsländor,fjällmosaikslända,Aeshna caerulea,,,,,x,,,,,,,L-0,,"Myrsjöar (3160)

Signalvärde: Lågt-Visst "
208284,Trollsländor,gungflymosaikslända,Aeshna subarctica,,,,,x,,,,,,x,P-0,,"Myrsjöar (3160)

Signalvärde: Påtagligt"
208308,Trollsländor,myrtrollslända,Leucorrhinia dubia,,,,,x,,,,,,x,V-0,,"Myrsjöar (3160)

Signalvärde: Visst"
215987,Fjärilar,svart hedfly,Sympistis nigrita,,,,,x,,,,,,,0-0,,Alpina rishedar (4060)
216488,Mossor,tjockflikmossa,Lophozia incisa subsp. opacifolia,,,,,x,,,,,,,0-0,,Alpina rishedar (4060)
217678,Tagghudingar,kamsjöstjärna,Astropecten irregularis,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217713,Tagghudingar,dvärgsjöborre,Echinocyamus pusillus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217716,Tagghudingar,ätlig sjöborre,Echinus esculentus,,,,,x,,,,,,,0-0,,Rev (1170)
217717,Tagghudingar,tångsjöborre,Psammechinus miliaris,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217759,Kräftdjur,rödvit eremitkräfta,Pagurus bernhardus,,,,,x,,,,,,,0-0,,Rev (1170)
217764,Kräftdjur,europeisk hummer,Homarus gammarus,,,,,x,,,,,,,0-0,,Rev (1170)
217767,Kräftdjur,krabbtaska,Cancer pagurus,,,,,x,,,,,,,0-0,,Rev (1170)
217782,Kräftdjur,långnosig spindelkrabba,Macropodia rostrata,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
217785,Kräftdjur,strandkrabba,Carcinus maenas,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
217806,Kräftdjur,hästräka,Crangon crangon,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
217812,Kräftdjur,långfingrad tångräka,Palaemon adspersus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217813,Kräftdjur,kortfingrad tångräka,Palaemon elegans,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217834,Nässeldjur,Alcyonium digitatum,Alcyonium digitatum,,,,,x,,,,,,,0-0,,Rev (1170)
217844,Nässeldjur,Virgularia mirabilis,Virgularia mirabilis,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
217864,Nässeldjur,Metridium senile,Metridium senile,,,,,x,,,,,,,0-0,,Rev (1170)
217871,Nässeldjur,Sagartiogeton viduatus,Sagartiogeton viduatus,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
217889,Nässeldjur,Caryophyllia smithii,Caryophyllia smithii,,,,,x,,,,,,,0-0,,Rev (1170)
218045,Blötdjur,större bandtångsnäcka,Rissoa membranacea,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
218068,Blötdjur,purpursnäcka,Nucella lapillus,,,,,x,,,,,,,0-0,,Rev (1170)
218124,Blötdjur,ålgräsnuding,Aeolidiella glauca,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
218257,Blötdjur,Acanthocardia echinata,Acanthocardia echinata,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
218258,Blötdjur,Cerastoderma edule,Cerastoderma edule,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
218259,Blötdjur,Cerastoderma glaucum,Cerastoderma glaucum,,,,,x,,,,,,,0-0,,Estuarier (1130)
218281,Blötdjur,Spisula elliptica,Spisula elliptica,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
218290,Blötdjur,sandmussla,Mya arenaria,,,,,x,,,,,,,0-0,,Blottade ler- och sandbottnar (1140)
218354,Blötdjur,finräfflad venusmussla,Chamelea striatula,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
218388,Blötdjur,europeiskt ostron,Ostrea edulis,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
218397,Blötdjur,stor kammussla,Pecten maximus,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219568,Kärlväxter,spikblad,Hydrocotyle vulgaris,,,,,x,,,,,,x,V-V,,"Dynvåtmarker (2190)

Signalvärde: Visst"
219572,Kärlväxter,korsandmat,Lemna trisulca,,,,,x,,,,,,,0-0,,Laguner (1150)
219579,Kärlväxter,havsnajas,Najas marina,,,,,x,,,,,,,0-0,,Laguner (1150)
219588,Kärlväxter,trådnate,Stuckenia filiformis,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219591,Kärlväxter,grovnate,Potamogeton lucens,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
219593,Kärlväxter,trubbnate,Potamogeton obtusifolius,,,,,x,,,,,,,0-0,,Laguner (1150)
219594,Kärlväxter,borstnate,Stuckenia pectinata,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219595,Kärlväxter,ålnate,Potamogeton perfoliatus,,,,,x,,,,,,,0-0,,Laguner (1150)
219598,Kärlväxter,spädnate,Potamogeton pusillus,,,,,x,,,,,,,0-0,,Laguner (1150)
219603,Kärlväxter,skruvnating,Ruppia spiralis,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219604,Kärlväxter,hårnating,Ruppia maritima,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219607,Kärlväxter,kallgräs,Scheuchzeria palustris,,,,,x,,,,,,,L-V,,"Högmossar (7110), Skadade högmossar (7120)

Signalvärde: Lågt-Visst"
219609,Kärlväxter,stor andmat,Spirodela polyrhiza,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
219611,Kärlväxter,vattenaloe,Stratiotes aloides,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
219614,Kärlväxter,hårsärv,Zannichellia palustris,,,,,x,,,,,,,0-0,,Sublittorala sandbankar (1110)
219647,Kärlväxter,blomvass,Butomus umbellatus,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
219649,Kärlväxter,mossljung,Harrimanella hypnoides,,,,,x,,,,,,x,P-P,,"Alpina rishedar (4060)

Signalvärde: Påtagligt"
219668,Kärlväxter,fjällsippa,Dryas octopetala,,,,,x,,,,,,x,P-P,,"Alpina rishedar (4060)

Signalvärde: Påtagligt"
219763,Kärlväxter,liten sandlilja,Anthericum ramosum,,,,,x,,,8§,,,,P-P,,"Sandstäpp (6120)

Liten sandlilja (Anthericum ramosum) är fridlyst enligt 8 § i Skåne län.

Signalvärde: Påtagligt"
219764,Kärlväxter,nordvårbrodd,Anthoxanthum nipponicum,,,,,x,,,,,,,L-V,,"Höglänta slåtterängar (6520)

Signalvärde: Lågt-Visst"
